"id","happiness","autonomy","wealth","corruption","outlook"
82,3.66022329884591,3.22830662820798,3.36676756267115,2.99905111243297,"pessimistic"
83,4.35378133471711,4.55667832468394,5.15149674798774,3.96502119461479,"pessimistic"
84,5.79285007988712,6.34265484091349,4.62617146300439,3.23966776320012,"pessimistic"
85,3.58724052250794,4.09044945144471,3.55744859097617,5.33107458760864,"optimistic"
86,4.87833941820553,3.95832193747767,2.05550013382618,3.73271858140362,"optimistic"
87,5.4762518318574,4.76514565351487,3.12803743256204,1.62796602115409,"optimistic"
88,4.61290156115864,4.05281661789272,2.88661259352223,4.98216657063416,"pessimistic"
89,3.79072835627173,4.1696538201535,2.66708067151741,1.92517155904721,"optimistic"
90,4.41529785055255,3.87741286551183,2.50864393622524,2.49925289672133,"pessimistic"
91,4.16131025385713,5.93157888122507,1.91072213079959,5.40442996134312,"pessimistic"
92,6.55240584879509,3.04178116243937,3.06185684098173,4.52890294880762,"optimistic"
93,4.92541615279551,4.06179112319556,3.73063006421814,2.34195336784702,"pessimistic"
94,1.21494805479201,3.52759960899381,1,6.57996041024846,"pessimistic"
95,3.52360352584988,5.47968100429227,2.75769823740722,6.03319655044482,"pessimistic"
96,1.93224028486786,4.38674061519686,2.29835650768983,1.24072321300841,"optimistic"
97,6.81410461382197,2.89594383061401,3.8726702103576,5.19492236087623,"optimistic"
98,4.48578711208915,2.05103904281388,3.66216811182988,4.52555506651942,"optimistic"
99,5.15528504542008,3.68344082273304,3.47970270399246,5.01083390427533,"pessimistic"
100,3.82580073714285,3.42726284559757,2.96018804100845,4.5476057626353,"optimistic"
101,6.11153976800179,5.22944968553082,4.35236544527271,2.17409511331754,"pessimistic"
102,6.51835563658919,1.86163430651375,3.9365676639446,3.53617908138642,"optimistic"
103,4.49437582432338,4.03925047362169,4.4200704655301,3.77265017013791,"optimistic"
104,3.62886327966131,3.64166833024316,2.04865003165669,4.68551717921757,"optimistic"
105,4.89228515720902,5.57362762883238,2.81058941231069,1.06327597338562,"pessimistic"
106,7,5.10272715336875,4.42606667416829,3.84874142712962,"optimistic"
107,4.76564440933573,3.07350873609608,4.3999681714416,4.15684767894764,"pessimistic"
108,3.90715006672617,3.82588220034757,3.71321528936344,3.24885127969676,"pessimistic"
109,3.84340064112318,3.0245274667839,3.01872843505305,5.68024165695895,"optimistic"
110,4.41537676447632,4.64821494927817,4.80077879696747,3.32053321517061,"pessimistic"
111,2.5991154707647,3.67190380509723,2.48474564932701,4.89607138759342,"optimistic"
112,4.7165882593387,4.26426854931073,2.84529413446338,3.54303212908274,"pessimistic"
113,4.92183048934827,5.48340407935224,3.92242386932814,3.7698787827595,"pessimistic"
114,4.71219659779324,4.72059976243174,3.44997054506342,3.26356305781627,"optimistic"
115,3.61392549720632,3.86358235356486,3.53369386021519,4.93851884742886,"optimistic"
116,3.52607393334435,2.81613412381375,2.66347759766334,3.38931419902612,"pessimistic"
117,3.89638953995387,2.5677062285208,1,3.28284519434937,"pessimistic"
118,6.80441178547882,3.39934729572212,3.50672439794718,4.33515509638048,"optimistic"
119,7,4.89681512729553,3.1578579603568,4.21519414245635,"optimistic"
120,4.44604344978998,4.36006596970327,4.07117225933625,4.36177962814013,"pessimistic"
121,5.7526793704737,4.13348630865752,5.21387567807754,2.06826771852586,"optimistic"
122,3.85118903982205,3.65361723319699,1.30337991641545,3.04489065956108,"pessimistic"
123,6.46357357754091,5.44739053653666,3.46089733270282,3.23276335113803,"optimistic"
124,5.26673047358718,4.75101708020504,2.03985103550906,6.26637312068103,"optimistic"
125,4.94051463779415,4.24941112617731,2.60307210418056,3.6027947823173,"pessimistic"
126,4.80506982436981,4.62863430890924,2.66742238679451,1.23820714584565,"pessimistic"
127,7,4.40408222833968,5.66582234940969,2.43170296847064,"optimistic"
128,1.55610346448734,1,4.76624733746946,3.85224243005192,"pessimistic"
129,5.72274171578157,5.31948443593866,2.35251710463052,5.38593870882822,"optimistic"
130,5.38005623387722,2.86202783173731,3.29962519471748,3.50344228705255,"optimistic"
131,4.96035794767074,4.03470391162694,3.43952689100207,4.32086509994435,"optimistic"
132,5.80652698575677,4.00651181326137,5.71467053087456,5.9207439468791,"optimistic"
133,3.25811617186854,4.88643005458271,1,4.7644633479932,"pessimistic"
134,5.02326900445027,3.28435172021045,3.36856705840029,4.01972351371767,"optimistic"
135,2.54129040790486,2.81480403663664,5.30729720260833,2.26347974964326,"pessimistic"
136,2.2286786966181,4.73128419051012,3.11802680915781,4.33380454590669,"pessimistic"
137,4.00290971004873,4.55466698557321,2.83175420241257,4.33250821243044,"pessimistic"
138,4.34712645787843,3.70820024607381,3.78239778081145,3.19366312732715,"pessimistic"
139,4.70670984846568,3.77063028352655,2.62095565233667,3.66666726115922,"optimistic"
140,5.49200794885907,4.46519523413744,3.75167396076655,3.58041348597284,"optimistic"
141,4.99574398981132,4.45084897868203,3.54963412874081,2.50212700738057,"optimistic"
142,4.97143357945782,5.32016263348124,1,5.14738335343196,"optimistic"
143,3.70610175102281,3.4065883787413,4.11353771839153,3.56957216344929,"pessimistic"
144,3.37576276500057,2.72011523722785,1.0351836712164,3.17457503471663,"optimistic"
145,4.29945259098305,5.26193319998416,4.27028474287019,5.12160328498516,"optimistic"
146,5.19491738723895,3.84549672510892,1.47976920581439,4.20268376583949,"optimistic"
147,2.95502579272869,2.05419563047879,4.12902814923952,4.0506826990406,"optimistic"
148,5.97576324602221,4.11021888552852,5.24980269606361,5.09296823561048,"optimistic"
149,5.92031430376751,4.6786734819768,4.57577679101724,4.60897121815097,"optimistic"
150,5.11976062590132,3.82386599151257,3.23187759423085,5.68810216466708,"optimistic"
151,4.21497356876164,5.26184797523009,3.2040134568615,4.97079856872404,"optimistic"
152,4.00949561218539,4.28536482216964,3.70739920674378,5.4510901472744,"optimistic"
153,6.35770562572703,3.08886824855516,6.606986483074,4.21403176749308,"optimistic"
154,3.88356325404467,3.08998318027707,3.38608277877856,4.02434351284008,"pessimistic"
155,6.14461507526552,6.04709622505169,4.17317574173357,6.04372226204912,"optimistic"
156,3.24797830535807,4.39330264834548,3.55830802493457,4.33573180095445,"pessimistic"
157,4.2366004353136,4.36700737341313,7,3.52898224432933,"pessimistic"
158,6.77326830827679,3.89333298453824,2.74128338783238,3.81883586458032,"optimistic"
159,4.71702381528008,2.76043257290203,4.06774639678496,4.19552240236416,"pessimistic"
160,4.0777900440691,3.0591921898582,3.48817325801913,3.50883554552438,"pessimistic"
161,5.33861111099128,3.91535503627787,3.45674571292443,4.26490738595292,"optimistic"
162,5.20546091849291,3.80670188046365,5.53824197377229,4.50995174421076,"pessimistic"
163,3.28547381687208,4.12257379208872,2.49307856515158,4.97769472817477,"pessimistic"
164,5.02664397567344,3.19682709342558,3.99227835087871,4.95300218370149,"optimistic"
165,3.45413688268099,4.79836070570872,2.42340114730079,3.69630431048366,"pessimistic"
166,4.04989344849475,4.09982625592254,3.49577500319342,2.5102321365445,"optimistic"
167,5.85606315845884,3.06056212618598,4.14144096363811,5.42975383608654,"optimistic"
168,6.02488600531029,4.35814578548131,4.84664540537528,3.39208572070914,"optimistic"
169,5.12314707695487,4.46710404896647,2.33137672806595,3.46338620104774,"optimistic"
170,3.23417281187438,4.57965600883716,3.69402849258878,4.02574088705513,"optimistic"
171,4.19838579930158,3.62508326811918,3.68544091168708,5.10667641731775,"pessimistic"
172,5.11304744461286,5.49765880205004,4.39319946513745,5.23299298845301,"optimistic"
173,4.87127177418283,5.05933734499819,6.07745760985495,4.35011061533511,"pessimistic"
174,3.18910645350241,2.82658157776945,3.73482372437359,5.22411569990051,"pessimistic"
175,4.06110834818766,3.86423663715231,3.64502339282497,4.69224538288543,"pessimistic"
176,7,4.23971244673932,3.92924006241021,3.90453118899497,"optimistic"
177,5.08403702320941,5.06462187934111,2.81402511265034,4.34475014143944,"pessimistic"
178,6.78443557865034,2.99518953180988,3.12924719744024,4.78605052615544,"optimistic"
179,4.69027367823417,3.84327309654114,2.91673628213518,4.11872953281748,"pessimistic"
180,4.6321321747982,4.60551783554864,2.75633233937427,5.79399063021683,"pessimistic"
181,4.71305042729432,5.09841673637642,1,3.50687911389055,"optimistic"
182,4.45572317520501,1.94321764870569,2.79490334496666,4.50427873108388,"optimistic"
183,5.8069336914157,4.00272764912337,4.41815031667728,1.91218913417422,"pessimistic"
184,4.84320293227716,5.2599692743297,2.63980536778195,3.98722892709107,"optimistic"
185,3.12287765119509,4.7894953536103,3.06943835951674,3.54631793629692,"pessimistic"
186,4.79072161769195,4.42006761885185,3.53803694562879,5.48348569494893,"pessimistic"
187,4.63667360274058,3.38084212962171,3.10974620699294,1.66798776781075,"pessimistic"
188,5.23710192992836,3.75280000562009,2.58758448085213,4.10701598050517,"optimistic"
189,2.83352287925799,3.41391061531604,1.41769290952193,2.93267308891056,"optimistic"
190,4.32195141272258,4.26500969050652,2.39111570554685,2.92649220932619,"optimistic"
191,2.17960978329362,5.44860259018597,1.11386221221876,4.42517298463743,"optimistic"
192,3.9904851717669,2.56656087947662,3.28996318831574,3.79242605382211,"pessimistic"
193,3.4585884815004,2.0537325640565,3.43692983217111,3.95118197721516,"optimistic"
194,6.88071051335927,4.99874456242937,1.53948119470067,3.92910354835733,"optimistic"
195,4.54237779802403,3.62595936957141,4.25805581024011,3.13591808517403,"pessimistic"
196,4.63165600559776,3.31871259396436,2.98018476458493,5.18192134447435,"optimistic"
197,4.88511108027137,5.61343750441263,1,4.88988219435246,"optimistic"
198,7,5.41857971746275,1.88184073548644,4.40444027824169,"optimistic"
199,3.23239141776352,4.19078909215789,2.01120616901242,4.22057144568566,"pessimistic"
200,7,4.1817877320149,3.20438476751615,6.29201946064368,"optimistic"
201,3.31416670666834,5.37168653080158,5.17282236678111,3.40738357995773,"pessimistic"
202,4.47153670712074,3.98970100468309,3.86848477830413,3.62560339442193,"pessimistic"
203,4.97335686775066,4.18928008631963,4.06778218533126,5.0734469252492,"optimistic"
204,2.49841472258215,2.63648579851912,3.34042735311041,4.7445389989572,"optimistic"
205,3.54881976489769,3.5767114872118,5.02377005672513,3.5288436849974,"pessimistic"
206,3.16356084546318,2.39978660761648,1.1190606292723,3.16938647108043,"pessimistic"
207,5.77409612834769,5.52540190506537,1,3.78986609016422,"optimistic"
208,5.70539751543632,3.91887453820864,3.50586915476396,4.27024265561979,"optimistic"
209,3.46008528187281,4.0875208890666,2.6885410209775,2.73426572811488,"optimistic"
210,4.62049545048408,3.46169618001382,4.97748066939461,3.56594620392055,"pessimistic"
211,5.39746638271982,3.48795683779359,4.5422686983333,4.90685089694846,"pessimistic"
212,6.02909739885111,5.25662795125966,3.29875316283866,3.27855794238475,"pessimistic"
213,3.88654807906412,2.04350663945794,3.12786359881195,4.25603481387252,"optimistic"
214,4.75801609356312,2.85216322645652,4.39291557819716,3.82912294058648,"pessimistic"
215,5.28522877341331,5.68396849568429,2.32587845546371,4.27926644995833,"optimistic"
216,4.50623200014236,2.94646994093808,2.83610237848456,3.90580875135074,"optimistic"
217,2.9085066270411,2.69469967169747,2.08508180470172,3.89013272281466,"pessimistic"
218,4.49379154704114,3.24483874062046,1,3.38830465219675,"optimistic"
219,4.88603056403579,3.78929835984618,2.6730803791769,3.1822262781873,"optimistic"
220,5.96646229579959,2.25663595460929,1,4.78774987966633,"optimistic"
221,3.54576615162885,1.30820380859755,3.29093701760858,4.2485488886053,"optimistic"
222,5.56049819310394,4.92996261649749,3.47166828930613,3.15024870968965,"optimistic"
223,4.38007065047312,4.51887971900328,4.28784548635034,5.21890832056952,"pessimistic"
224,2.65500739079648,3.81147882485795,4.57536747077591,3.05238836209377,"pessimistic"
225,3.58201985688975,2.90638527185446,3.03134062445508,3.74085406173312,"optimistic"
226,3.465503380854,2.89939781198591,3.51664820893211,3.76626383482276,"pessimistic"
227,4.89890864926803,4.82135745206902,3.41615868486362,3.98399972093322,"optimistic"
228,5.03379961578285,3.84597385905655,2.03134099834928,2.65545153614614,"optimistic"
229,4.6930120121483,4.94089985456545,3.36580211493998,3.12668926111616,"pessimistic"
230,4.01616302748932,3.43102445736414,3.80069385786615,3.79493432397865,"optimistic"
231,3.59335792989274,2.7887929586315,3.2219799447835,3.135458078555,"pessimistic"
232,3.53211239168441,3.95270468657437,1.76165343283016,4.8993841008647,"pessimistic"
233,5.48538756444853,4.18067340475069,2.04393308288337,4.285853590256,"optimistic"
234,6.5770009760311,5.89478556241172,3.56313288302314,4.35498134471206,"optimistic"
235,3.69790333872185,4.39130784412036,3.77438198432965,4.5303707489128,"optimistic"
236,5.0151448614319,4.04979184274027,1.08401217456478,6.047502562048,"optimistic"
237,1.76567685371995,2.1346562460262,2.93417368463851,4.67394496987446,"pessimistic"
238,2.09052943921272,2.58138907245944,2.64669083207865,3.44924842139485,"pessimistic"
239,3.34710212291053,3.29243555272322,3.62067246288402,3.52852147962988,"pessimistic"
240,3.99840510738721,7,5.00585306023494,5.60419758816021,"pessimistic"
241,5.63324885880753,1.13820410990925,3.67847340930723,4.78179145753162,"optimistic"
242,4.38706018906956,4.86288328116073,1.24503096952976,5.60179345011913,"optimistic"
243,3.00750747342073,3.77637889948364,3.30910139403427,4.08482906435263,"pessimistic"
244,2.37460403607434,2.66376248124741,3.32653690935455,3.31856420570249,"pessimistic"
245,6.00437092175278,3.82711573625765,3.55964122647762,6.04505217617998,"optimistic"
246,3.16501102427107,3.56151596076633,4.26266508648778,4.94717847680733,"pessimistic"
247,3.71265947605873,5.48526338796824,4.00675205198696,3.3916209034445,"pessimistic"
248,5.09640018679608,5.24222857382451,3.96052672915581,6.57284255750045,"pessimistic"
249,4.65340415252014,2.60272402890372,5.47414965680795,4.01368874229373,"pessimistic"
250,3.92250538594649,4.93130816481532,2.22001487150659,4.79705545693582,"pessimistic"
251,2.38917881106483,3.8822145096258,4.53687493123521,3.53243491121978,"pessimistic"
252,5.23439598178453,5.17841697251584,3.94098765053599,5.82403664169914,"optimistic"
253,5.00405250146764,3.38884548315835,3.67970467760678,4.81876282421418,"optimistic"
254,2.81792145849493,4.14126805024831,4.97145481997916,6.19691144062022,"pessimistic"
255,4.34978384894591,4.90395162604184,3.63448661143952,5.15233254723976,"pessimistic"
256,2.57797959076968,4.12487051140521,2.18095752820762,6.03273033394256,"pessimistic"
257,7,6.12693284652596,2.86918980628229,5.0359062239728,"optimistic"
258,6.47781490134396,4.93635406115618,6.79922229654963,4.08500357700336,"pessimistic"
259,5.07978779139646,4.61987936426243,3.81892121423337,5.45228077239912,"pessimistic"
260,2.14560431235561,4.08140021685088,4.03303425356559,4.22361890841853,"pessimistic"
261,5.61340455941815,4.60163494292118,3.19962765766552,4.01915320776059,"optimistic"
262,1.68286891007459,3.90219306796787,1.27482985598,4.33758315405874,"optimistic"
263,5.20025801338992,5.51752619635095,4.03407902693386,6.31162638391063,"pessimistic"
264,3.23756280045673,4.43184767927334,3.30821048774323,4.08061840924927,"pessimistic"
265,2.86212961480135,4.46788796026647,4.16697941768739,5.34544182001374,"pessimistic"
266,4.37292100813262,4.32585178111002,4.50179937099575,4.6157554387161,"pessimistic"
267,2.48860054588383,3.40536604932166,1.66652777312041,3.3246380748043,"optimistic"
268,3.68759892202825,4.31466235897575,3.32662526625786,4.77796854380693,"pessimistic"
269,3.15044309972063,2.71270477698013,3.59207801311196,3.94654166482883,"optimistic"
270,3.38480487588735,2.41110426908588,2.25281175850889,3.56299820717693,"pessimistic"
271,5.04283160763766,2.64231344521687,5.1011309716561,4.15571959930294,"pessimistic"
272,4.76655428353671,3.37520650339335,3.27041596124101,4.24700787378289,"pessimistic"
273,4.67889848108354,2.88894217000364,3.6506788441733,4.09257641491658,"pessimistic"
274,5.73779770864436,3.79138012094711,4.39161292956114,4.35099133164229,"optimistic"
275,4.06475111145571,2.3414751899072,4.56514354014018,5.86498443866457,"optimistic"
276,5.61587751963222,4.44898825001324,3.8473932489289,4.81681152353112,"optimistic"
277,4.03856755521471,2.91733277362971,3.11446476552034,2.76661969081179,"optimistic"
278,3.20109362116539,3.51590440567294,1.78310252311232,3.24003332668036,"pessimistic"
279,4.47003841675504,3.87232001090104,3.52555539309407,1.85063790931657,"optimistic"
280,5.14799688664482,3.14536147174827,3.06954916349963,2.43213442654744,"optimistic"
281,3.72737629395305,3.57292560159727,3.31395126089723,3.28860345038216,"pessimistic"
282,4.19546836086043,3.72144483975913,1,4.23721776184454,"optimistic"
283,5.68487809102974,3.59727172030246,5.4349860763557,5.36844433063293,"optimistic"
284,5.37689426514096,4.61697677962372,5.21378574014786,3.17554126276364,"optimistic"
285,4.67685405888007,4.04572130901179,2.27132181755034,5.80663836193697,"optimistic"
286,5.29460959158406,5.26599670353581,2.10267379556783,4.8922919107349,"pessimistic"
287,3.86322941720424,3.60157653150478,1.39575189540572,3.55391904527082,"pessimistic"
288,4.91776644452059,4.91105835753493,1.15009366078667,3.67896046474927,"optimistic"
289,6.54645422742321,2.37474545124178,3.70424562786856,3.77563135193779,"optimistic"
290,6.08314090451389,1.63900389089289,4.64501895341421,4.34826081062982,"optimistic"
291,3.8916884387686,2.70246652585828,3.76895717718471,4.69194077554962,"optimistic"
292,6.49110970389816,3.74017027625286,1.64956900395497,4.12500469509849,"optimistic"
293,2.32142147340954,2.36192739559022,6.93736701480045,5.87951486626574,"pessimistic"
294,3.75370992180683,2.57443343717448,3.74883186988719,4.30720053501649,"pessimistic"
295,7,4.77193064754619,3.55293862439004,5.77589260579979,"optimistic"
296,4.92103319856365,6.09683259347382,1.76607751381825,5.68656202526442,"pessimistic"
297,6.07817374351043,3.90032087337009,5.95722177840272,2.69621742721102,"pessimistic"
298,3.35648070713617,5.29719590290709,2.17262997107001,3.8719756892239,"optimistic"
299,4.37508019724425,2.94244262641881,2.66720547576944,4.87282200332929,"optimistic"
300,5.32423587530455,3.91608404833591,3.64908670384575,3.89590188206538,"optimistic"
301,4.99394511345142,5.87469666691523,4.19886096604234,4.5896020621174,"pessimistic"
302,3.85369337307173,4.10935573470922,4.20456964157832,4.73993192288712,"pessimistic"
303,4.47093822806122,2.29676852241793,3.47071906918168,3.39341851523543,"optimistic"
304,3.12621686345216,2.40433826093259,3.01860416903818,4.60458190370029,"optimistic"
305,4.65046038604407,5.51268155518133,3.5458073871193,3.85181729404815,"pessimistic"
306,2.19722594291561,2.70855259211308,3.90654066605996,5.03972708800909,"pessimistic"
307,5.5479069215741,4.067090898653,4.31312677547885,4.58298186784368,"optimistic"
308,5.11928583371007,3.14410655608281,1.3768074984874,4.84239330459975,"optimistic"
309,7,4.39869405761964,3.64953322237115,5.50749587746504,"optimistic"
310,3.10979742403856,1.45735575971602,3.2693495093064,4.00105553355962,"pessimistic"
311,4.65516888310967,2.16854190176136,4.50275271374197,4.82250998676119,"optimistic"
312,3.34273654605927,3.79827235280442,1.85258637877168,5.25601442830126,"pessimistic"
313,3.44077141424726,1.81627280671192,3.5804432668051,3.68663113181666,"optimistic"
314,5.14714315628863,4.43554883544622,2.56572773778107,4.1430914650583,"optimistic"
315,2.78865426893053,4.16503460846196,2.40283368777458,4.06371252943455,"pessimistic"
316,3.59834814616549,2.3402804980838,2.59026454987403,2.29727914174685,"pessimistic"
317,4.19388088836744,4.38108709033599,3.50072508790835,2.83559869182987,"pessimistic"
318,4.00869599761169,1.87750684427099,2.00788064401847,4.76240694474506,"optimistic"
319,5.74897919809338,4.53553291954866,2.29497785838416,2.95338857964103,"optimistic"
320,4.95542864062803,4.19458482369399,4.3147379124063,4.48390632765796,"pessimistic"
321,4.0540493634829,4.73799395378479,3.81907382161239,5.47299657933506,"optimistic"
322,3.98215467637238,4.97209581983083,1,1.52972944023421,"optimistic"
323,2.78340426525281,4.67542679769699,4.26913818494007,5.99116447007077,"pessimistic"
324,5.86417160623523,5.05735160496853,3.82683959160095,4.24160376440968,"pessimistic"
325,6.24270059655478,4.81748898766334,4.89652853075503,4.1533887338635,"optimistic"
326,5.54172021304679,2.26691685614403,5.92206889596747,3.95860069918887,"optimistic"
327,3.08629648879093,3.25132784155725,4.66902382640663,3.29641580777956,"pessimistic"
328,7,4.98068876200696,4.95671812392594,3.83777151711,"optimistic"
329,1.92928102955398,3.12627705253295,1.36073390462705,3.89620009411374,"pessimistic"
330,1.85749241059034,2.74351474533318,2.0031554311088,4.54800327555864,"pessimistic"
331,5.4210259033252,3.5644090028827,3.4945084184822,3.60258053442136,"optimistic"
332,3.392217179494,4.17821025585773,2.8093970377996,3.33060290168569,"pessimistic"
333,3.89995371494863,4.65247217188699,3.36032444709516,6.69024557581074,"pessimistic"
334,5.01739212115622,4.19807636543553,2.84912183253463,4.3023485162253,"optimistic"
335,4.84774176852426,5.42153115346667,1.15293350943168,3.44474993123952,"pessimistic"
336,3.14972487454657,3.91968995764216,2.39235481872357,2.33293163312636,"pessimistic"
337,3.36021204853408,3.93966706749283,6.62629676491788,3.73455600112912,"optimistic"
338,6.75710527138402,5.14175112849847,1,6.14770449358772,"optimistic"
339,3.3715815857459,3.03029194894383,1.64419068834597,1.72391685216773,"pessimistic"
340,4.66675490973324,2.63148333953619,3.01834217547624,3.82049602690088,"optimistic"
341,4.49918848113841,3.57063780077058,3.68094718543406,5.76159079607129,"pessimistic"
